"","group","Var1","Var2","r","adj.p","n","significant","label"
"1298","COADREAD","Plasma Cells","Signature 3",-0.03,0.827811808298463,198,0,"COADREAD 
 (n=198)"
"1299","COADREAD","T Cells CD4 Memory Activated","Signature 3",-0.08,0.675566099317833,88,0,"COADREAD 
 (n=88)"
"1300","COADREAD","T Cells CD4 Memory Resting","Signature 3",-0.04,0.769931912982587,211,0,"COADREAD 
 (n=211)"
"1301","COADREAD","T Cells CD4 Naive","Signature 3",0,0.463394999968261,12,0,"COADREAD 
 (n=12)"
"1302","COADREAD","T Cells CD8","Signature 3",0.03,0.794549554144433,230,0,"COADREAD 
 (n=230)"
"1303","COADREAD","T Cells Follicular Helper","Signature 3",0.08,0.503757012212897,213,0,"COADREAD 
 (n=213)"
"1304","COADREAD","T Cells gamma delta","Signature 3",0,1,2,NA,"COADREAD 
 (n=2)"
"1305","COADREAD","T Cells Regulatory Tregs","Signature 3",0.29,0.00137905437800648,207,1,"COADREAD 
 (n=207)"
"1306","COADREAD","Lymphocytes","Signature 3",0.07,0.494881589118499,231,0,"COADREAD 
 (n=231)"
"1307","COADREAD","Neutrophils...60","Signature 3",-0.08,0.675566099317833,86,0,"COADREAD 
 (n=86)"
"1308","COADREAD","Eosinophils...61","Signature 3",0.01,0.984875583893668,54,0,"COADREAD 
 (n=54)"
"1309","COADREAD","Mast Cells","Signature 3",-0.03,0.812380052256735,228,0,"COADREAD 
 (n=228)"
"1310","COADREAD","Dendritic Cells","Signature 3",-0.04,0.769931912982587,168,0,"COADREAD 
 (n=168)"
"1311","COADREAD","Macrophages","Signature 3",-0.03,0.784895837291624,231,0,"COADREAD 
 (n=231)"
"1312","COADREAD","ADORA2A","Signature 3",0.21,0.0192733538369248,232,1,"COADREAD 
 (n=232)"
"1313","COADREAD","ARG1","Signature 3",-0.03,0.860282369676291,106,0,"COADREAD 
 (n=106)"
"1314","COADREAD","BTLA","Signature 3",0.19,0.0308105951171588,229,1,"COADREAD 
 (n=229)"
"1315","COADREAD","BTN3A1","Signature 3",0.06,0.603238054575315,232,0,"COADREAD 
 (n=232)"
"1316","COADREAD","BTN3A2","Signature 3",0.11,0.247550020637272,232,0,"COADREAD 
 (n=232)"
"1317","COADREAD","C10orf54","Signature 3",0.13,0.196095525945471,232,0,"COADREAD 
 (n=232)"
"1318","COADREAD","CCL5","Signature 3",0.26,0.00280074007518263,232,1,"COADREAD 
 (n=232)"
"1319","COADREAD","CD274","Signature 3",0.09,0.43113818442298,231,0,"COADREAD 
 (n=231)"
"1320","COADREAD","CD276","Signature 3",0.03,0.80142648072003,232,0,"COADREAD 
 (n=232)"
"1321","COADREAD","CD27","Signature 3",0.28,0.00118515035982924,232,1,"COADREAD 
 (n=232)"
"1322","COADREAD","CD28","Signature 3",0.2,0.029896615654878,231,1,"COADREAD 
 (n=231)"
"1323","COADREAD","CD40","Signature 3",0.22,0.0118437557884581,232,1,"COADREAD 
 (n=232)"
"1324","COADREAD","CD40LG","Signature 3",0.14,0.142568516835572,231,0,"COADREAD 
 (n=231)"
"1325","COADREAD","CD70","Signature 3",0.18,0.0411994804457011,232,1,"COADREAD 
 (n=232)"
"1326","COADREAD","CD80","Signature 3",0.13,0.195126237939174,230,0,"COADREAD 
 (n=230)"
"1327","COADREAD","CTLA4","Signature 3",0.21,0.0185835034973468,232,1,"COADREAD 
 (n=232)"
"1328","COADREAD","CX3CL1","Signature 3",0.15,0.105652483762065,232,0,"COADREAD 
 (n=232)"
"1329","COADREAD","CXCL10","Signature 3",0.19,0.0308105951171588,232,1,"COADREAD 
 (n=232)"
"1330","COADREAD","CXCL9","Signature 3",0.21,0.0202611305595825,232,1,"COADREAD 
 (n=232)"
"1331","COADREAD","EDNRB","Signature 3",0.08,0.466475038370195,232,0,"COADREAD 
 (n=232)"
"1332","COADREAD","ENTPD1","Signature 3",0.14,0.1426364883121,232,0,"COADREAD 
 (n=232)"
"1333","COADREAD","GZMA","Signature 3",0.19,0.0308105951171588,232,1,"COADREAD 
 (n=232)"
"1334","COADREAD","HAVCR2","Signature 3",0.19,0.0399582512138951,232,1,"COADREAD 
 (n=232)"
"1335","COADREAD","HLA.A","Signature 3",0.07,0.530343183991574,232,0,"COADREAD 
 (n=232)"
"1336","COADREAD","HLA.B","Signature 3",0.07,0.543141533229042,232,0,"COADREAD 
 (n=232)"
"1337","COADREAD","HLA.C","Signature 3",0.04,0.728641264545325,232,0,"COADREAD 
 (n=232)"
"1338","COADREAD","HLA.DPA1","Signature 3",0.2,0.029896615654878,232,1,"COADREAD 
 (n=232)"
"1339","COADREAD","HLA.DPB1","Signature 3",0.2,0.0264095326206958,232,1,"COADREAD 
 (n=232)"
"1340","COADREAD","HLA.DQA1","Signature 3",0.16,0.0859036092429503,232,0,"COADREAD 
 (n=232)"
"1341","COADREAD","HLA.DQA2","Signature 3",0.17,0.06037217017682,232,0,"COADREAD 
 (n=232)"
"1342","COADREAD","HLA.DQB1","Signature 3",0.15,0.112564084119385,232,0,"COADREAD 
 (n=232)"
"1343","COADREAD","HLA.DQB2","Signature 3",0.22,0.0160793894855708,232,1,"COADREAD 
 (n=232)"
"1344","COADREAD","HLA.DRA","Signature 3",0.2,0.0303004628983479,232,1,"COADREAD 
 (n=232)"
"1345","COADREAD","HLA.DRB1","Signature 3",0.14,0.133786173891011,232,0,"COADREAD 
 (n=232)"
"1346","COADREAD","HLA.DRB5","Signature 3",0.15,0.114774775331264,232,0,"COADREAD 
 (n=232)"
"1347","COADREAD","HMGB1","Signature 3",-0.08,0.462469338544281,232,0,"COADREAD 
 (n=232)"
"1348","COADREAD","ICAM1","Signature 3",0.18,0.0438618139022955,232,1,"COADREAD 
 (n=232)"
"1349","COADREAD","ICOS","Signature 3",0.2,0.0255762782498016,231,1,"COADREAD 
 (n=231)"
"1350","COADREAD","ICOSLG","Signature 3",0.12,0.218728613833821,232,0,"COADREAD 
 (n=232)"
"1351","COADREAD","IDO1","Signature 3",0.2,0.0281959797476383,232,1,"COADREAD 
 (n=232)"
"1352","COADREAD","IFNA1","Signature 3",0,0.854353186217946,16,0,"COADREAD 
 (n=16)"
"1353","COADREAD","IFNA2","Signature 3",0,0,3,1,"COADREAD 
 (n=3)"
"1354","COADREAD","IFNG","Signature 3",0.06,0.633755719665475,214,0,"COADREAD 
 (n=214)"
"1355","COADREAD","IL10","Signature 3",0.12,0.234054264769716,228,0,"COADREAD 
 (n=228)"
"1356","COADREAD","IL12A","Signature 3",-0.03,0.794549554144433,229,0,"COADREAD 
 (n=229)"
"1357","COADREAD","IL13","Signature 3",-0.04,0.831683587035169,108,0,"COADREAD 
 (n=108)"
"1358","COADREAD","IL1A","Signature 3",-0.09,0.42695095734879,231,0,"COADREAD 
 (n=231)"
"1359","COADREAD","IL1B","Signature 3",-0.01,0.950260598803726,232,0,"COADREAD 
 (n=232)"
"1360","COADREAD","IL2","Signature 3",0.04,0.882182126384599,55,0,"COADREAD 
 (n=55)"
"1361","COADREAD","IL2RA","Signature 3",0.17,0.072007484359915,232,0,"COADREAD 
 (n=232)"
"1362","COADREAD","IL4","Signature 3",0,0.914941546596529,21,0,"COADREAD 
 (n=21)"
"1363","COADREAD","ITGB2","Signature 3",0.17,0.0687659616798375,232,0,"COADREAD 
 (n=232)"
"1364","COADREAD","KIR2DL1","Signature 3",0.21,0.277869798225507,64,0,"COADREAD 
 (n=64)"
"1365","COADREAD","KIR2DL3","Signature 3",0.07,0.651041310080848,142,0,"COADREAD 
 (n=142)"
"1366","COADREAD","LAG3","Signature 3",0.29,0.000802542143696732,232,1,"COADREAD 
 (n=232)"
"1367","COADREAD","MICA","Signature 3",-0.06,0.564565948176872,232,0,"COADREAD 
 (n=232)"
"1368","COADREAD","MICB","Signature 3",0.11,0.253025401637754,232,0,"COADREAD 
 (n=232)"
"1369","COADREAD","PDCD1","Signature 3",0.22,0.0160793894855708,232,1,"COADREAD 
 (n=232)"
"1370","COADREAD","PDCD1LG2","Signature 3",0.16,0.0939551126374352,232,0,"COADREAD 
 (n=232)"
"1371","COADREAD","PRF1","Signature 3",0.16,0.0761972374199906,232,0,"COADREAD 
 (n=232)"
"1372","COADREAD","SELP","Signature 3",0.17,0.072007484359915,232,0,"COADREAD 
 (n=232)"
"1373","COADREAD","SLAMF7","Signature 3",0.2,0.0256130054811547,232,1,"COADREAD 
 (n=232)"
"1374","COADREAD","TGFB1","Signature 3",0.21,0.0203995007184972,232,1,"COADREAD 
 (n=232)"
"1375","COADREAD","TIGIT","Signature 3",0.23,0.00976672305898311,232,1,"COADREAD 
 (n=232)"
"1376","COADREAD","TLR4","Signature 3",-0.09,0.376750943093023,232,0,"COADREAD 
 (n=232)"
"1377","COADREAD","TNF","Signature 3",0.08,0.463394999968261,232,0,"COADREAD 
 (n=232)"
"1378","COADREAD","TNFRSF14","Signature 3",0.12,0.223260824049777,232,0,"COADREAD 
 (n=232)"
"1379","COADREAD","TNFRSF18","Signature 3",0.22,0.0118437557884581,232,1,"COADREAD 
 (n=232)"
"1380","COADREAD","TNFRSF4","Signature 3",0.21,0.0214015759992775,232,1,"COADREAD 
 (n=232)"
"1381","COADREAD","TNFRSF9","Signature 3",0.19,0.0390675200669813,229,1,"COADREAD 
 (n=229)"
"1382","COADREAD","TNFSF4","Signature 3",0.1,0.328508849228982,232,0,"COADREAD 
 (n=232)"
"1383","COADREAD","TNFSF9","Signature 3",0.09,0.406515158156158,232,0,"COADREAD 
 (n=232)"
"1384","COADREAD","VEGFA","Signature 3",-0.14,0.147845544083461,232,0,"COADREAD 
 (n=232)"
"1385","COADREAD","VEGFB","Signature 3",0.02,0.853113326760594,232,0,"COADREAD 
 (n=232)"
"1386","COADREAD","VTCN1","Signature 3",-0.11,0.368397303631199,194,0,"COADREAD 
 (n=194)"
"1387","COADREAD","Leukocyte Fraction","Signature 4",-0.15,0.105652483762065,248,0,"COADREAD 
 (n=248)"
"1388","COADREAD","Stromal Fraction","Signature 4",-0.16,0.073144789084479,244,0,"COADREAD 
 (n=244)"
"1389","COADREAD","Intratumor Heterogeneity","Signature 4",-0.06,0.620234358915031,213,0,"COADREAD 
 (n=213)"
"1390","COADREAD","TIL Regional Fraction","Signature 4",-0.15,0.121100050472522,219,0,"COADREAD 
 (n=219)"
"1391","COADREAD","Proliferation","Signature 4",0,0.989865103071922,247,0,"COADREAD 
 (n=247)"
"1392","COADREAD","Wound Healing","Signature 4",0,0.985359683103372,247,0,"COADREAD 
 (n=247)"
"1393","COADREAD","Macrophage Regulation","Signature 4",-0.1,0.316459317029018,247,0,"COADREAD 
 (n=247)"
"1394","COADREAD","Lymphocyte Infiltration Signature Score","Signature 4",-0.24,0.00421732903087248,247,1,"COADREAD 
 (n=247)"
"1395","COADREAD","IFN-gamma Response","Signature 4",-0.05,0.672133332023532,247,0,"COADREAD 
 (n=247)"
"1396","COADREAD","TGF-beta Response","Signature 4",0.02,0.882182126384599,247,0,"COADREAD 
 (n=247)"
"1397","COADREAD","SNV Neoantigens","Signature 4",-0.08,0.437063719496024,244,0,"COADREAD 
 (n=244)"
"1398","COADREAD","Indel Neoantigens","Signature 4",-0.01,0.90957314436319,220,0,"COADREAD 
 (n=220)"
"1399","COADREAD","Silent Mutation Rate","Signature 4",-0.12,0.213887423575979,230,0,"COADREAD 
 (n=230)"
"1400","COADREAD","Nonsilent Mutation Rate","Signature 4",-0.13,0.186214618022294,230,0,"COADREAD 
 (n=230)"
"1401","COADREAD","Number of Segments","Signature 4",0.03,0.771592755118539,245,0,"COADREAD 
 (n=245)"
"1402","COADREAD","Fraction Altered","Signature 4",0.09,0.396123675164999,245,0,"COADREAD 
 (n=245)"
"1403","COADREAD","Aneuploidy Score","Signature 4",-0.05,0.685005347296044,221,0,"COADREAD 
 (n=221)"
"1404","COADREAD","Homologous Recombination Defects","Signature 4",0.03,0.832664887417994,229,0,"COADREAD 
 (n=229)"
"1405","COADREAD","BCR Evenness","Signature 4",-0.07,0.652525121055485,135,0,"COADREAD 
 (n=135)"
"1406","COADREAD","BCR Shannon","Signature 4",-0.1,0.49714894310881,135,0,"COADREAD 
 (n=135)"
"1407","COADREAD","BCR Richness","Signature 4",-0.06,0.688843758127343,149,0,"COADREAD 
 (n=149)"
"1408","COADREAD","TCR Shannon","Signature 4",-0.26,0.0187191236526639,157,1,"COADREAD 
 (n=157)"
"1409","COADREAD","TCR Richness","Signature 4",-0.28,0.00546916297088383,175,1,"COADREAD 
 (n=175)"
"1410","COADREAD","TCR Evenness","Signature 4",-0.03,0.831683587035169,157,0,"COADREAD 
 (n=157)"
"1411","COADREAD","CTA Score","Signature 4",0.09,0.422271164739373,236,0,"COADREAD 
 (n=236)"
"1412","COADREAD","B Cells Memory","Signature 4",0.09,0.564565948176872,115,0,"COADREAD 
 (n=115)"
"1413","COADREAD","B Cells Naive","Signature 4",-0.09,0.419656597113369,221,0,"COADREAD 
 (n=221)"
"1414","COADREAD","Dendritic Cells Activated","Signature 4",-0.06,0.732105347010949,97,0,"COADREAD 
 (n=97)"
"1415","COADREAD","Dendritic Cells Resting","Signature 4",-0.08,0.578843886357769,131,0,"COADREAD 
 (n=131)"
"1416","COADREAD","Macrophages M0","Signature 4",0.06,0.602733617234548,233,0,"COADREAD 
 (n=233)"
"1417","COADREAD","Macrophages M1","Signature 4",-0.09,0.395553821657396,223,0,"COADREAD 
 (n=223)"
"1418","COADREAD","Macrophages M2","Signature 4",0.05,0.684698287460933,243,0,"COADREAD 
 (n=243)"
"1419","COADREAD","Mast Cells Activated","Signature 4",0.05,0.694168700211572,196,0,"COADREAD 
 (n=196)"
"1420","COADREAD","Mast Cells Resting","Signature 4",-0.02,0.942011679636086,76,0,"COADREAD 
 (n=76)"
"1421","COADREAD","Monocytes","Signature 4",0.01,0.950686961034987,173,0,"COADREAD 
 (n=173)"
"1422","COADREAD","NK Cells Activated","Signature 4",-0.06,0.651041310080848,148,0,"COADREAD 
 (n=148)"
"1423","COADREAD","NK Cells Resting","Signature 4",-0.02,0.892139766834822,148,0,"COADREAD 
 (n=148)"
"1424","COADREAD","Plasma Cells","Signature 4",0.02,0.891075873221839,213,0,"COADREAD 
 (n=213)"
"1425","COADREAD","T Cells CD4 Memory Activated","Signature 4",0.05,0.794549554144433,95,0,"COADREAD 
 (n=95)"
"1426","COADREAD","T Cells CD4 Memory Resting","Signature 4",0.05,0.67179128961711,224,0,"COADREAD 
 (n=224)"
"1427","COADREAD","T Cells CD4 Naive","Signature 4",0,0.611829654840701,14,0,"COADREAD 
 (n=14)"
"1428","COADREAD","T Cells CD8","Signature 4",-0.03,0.803594601217814,246,0,"COADREAD 
 (n=246)"
"1429","COADREAD","T Cells Follicular Helper","Signature 4",-0.08,0.472418610006135,228,0,"COADREAD 
 (n=228)"
"1430","COADREAD","T Cells gamma delta","Signature 4",0,1,2,NA,"COADREAD 
 (n=2)"
"1431","COADREAD","T Cells Regulatory Tregs","Signature 4",-0.27,0.00295262550958905,216,1,"COADREAD 
 (n=216)"
"1432","COADREAD","Lymphocytes","Signature 4",-0.08,0.419656597113369,247,0,"COADREAD 
 (n=247)"
"1433","COADREAD","Neutrophils...60","Signature 4",0.04,0.832664887417994,90,0,"COADREAD 
 (n=90)"
"1434","COADREAD","Eosinophils...61","Signature 4",0.01,0.974859528922861,58,0,"COADREAD 
 (n=58)"
"1435","COADREAD","Mast Cells","Signature 4",0.02,0.862682824848532,244,0,"COADREAD 
 (n=244)"
"1436","COADREAD","Dendritic Cells","Signature 4",-0.1,0.42695095734879,180,0,"COADREAD 
 (n=180)"
"1437","COADREAD","Macrophages","Signature 4",0.09,0.361812443882023,247,0,"COADREAD 
 (n=247)"
"1438","COADREAD","ADORA2A","Signature 4",-0.16,0.0639524355789101,248,0,"COADREAD 
 (n=248)"
"1439","COADREAD","ARG1","Signature 4",0.11,0.49402393310822,111,0,"COADREAD 
 (n=111)"
"1440","COADREAD","BTLA","Signature 4",-0.17,0.0473804395869433,245,1,"COADREAD 
 (n=245)"
"1441","COADREAD","BTN3A1","Signature 4",-0.07,0.51177506133785,248,0,"COADREAD 
 (n=248)"
"1442","COADREAD","BTN3A2","Signature 4",-0.09,0.368791332126314,248,0,"COADREAD 
 (n=248)"
"1443","COADREAD","C10orf54","Signature 4",-0.15,0.0830631313624173,248,0,"COADREAD 
 (n=248)"
"1444","COADREAD","CCL5","Signature 4",-0.19,0.029896615654878,248,1,"COADREAD 
 (n=248)"
"1445","COADREAD","CD274","Signature 4",-0.03,0.80142648072003,247,0,"COADREAD 
 (n=247)"
"1446","COADREAD","CD276","Signature 4",0.07,0.516252230348967,248,0,"COADREAD 
 (n=248)"
"1447","COADREAD","CD27","Signature 4",-0.21,0.0143785558925589,248,1,"COADREAD 
 (n=248)"
"1448","COADREAD","CD28","Signature 4",-0.17,0.0462028869343243,247,1,"COADREAD 
 (n=247)"
"1449","COADREAD","CD40","Signature 4",-0.12,0.197738568007167,248,0,"COADREAD 
 (n=248)"
"1450","COADREAD","CD40LG","Signature 4",-0.17,0.0503809877995755,247,0,"COADREAD 
 (n=247)"
"1451","COADREAD","CD70","Signature 4",-0.09,0.368397303631199,248,0,"COADREAD 
 (n=248)"
"1452","COADREAD","CD80","Signature 4",-0.05,0.675566099317833,246,0,"COADREAD 
 (n=246)"
"1453","COADREAD","CTLA4","Signature 4",-0.19,0.029896615654878,248,1,"COADREAD 
 (n=248)"
"1454","COADREAD","CX3CL1","Signature 4",-0.08,0.45416257110575,248,0,"COADREAD 
 (n=248)"
"1455","COADREAD","CXCL10","Signature 4",-0.07,0.49402393310822,248,0,"COADREAD 
 (n=248)"
"1456","COADREAD","CXCL9","Signature 4",-0.11,0.26718741040894,248,0,"COADREAD 
 (n=248)"
"1457","COADREAD","EDNRB","Signature 4",-0.14,0.118440329150575,248,0,"COADREAD 
 (n=248)"
"1458","COADREAD","ENTPD1","Signature 4",-0.09,0.413906298375167,248,0,"COADREAD 
 (n=248)"
"1459","COADREAD","GZMA","Signature 4",-0.14,0.111754131868475,248,0,"COADREAD 
 (n=248)"
"1460","COADREAD","HAVCR2","Signature 4",-0.08,0.419656597113369,248,0,"COADREAD 
 (n=248)"
"1461","COADREAD","HLA.A","Signature 4",-0.09,0.413659597206416,248,0,"COADREAD 
 (n=248)"
"1462","COADREAD","HLA.B","Signature 4",-0.07,0.49402393310822,248,0,"COADREAD 
 (n=248)"
"1463","COADREAD","HLA.C","Signature 4",-0.09,0.363632965857019,248,0,"COADREAD 
 (n=248)"
"1464","COADREAD","HLA.DPA1","Signature 4",-0.16,0.0754515125473107,248,0,"COADREAD 
 (n=248)"
"1465","COADREAD","HLA.DPB1","Signature 4",-0.13,0.140730346300576,248,0,"COADREAD 
 (n=248)"
"1466","COADREAD","HLA.DQA1","Signature 4",-0.07,0.503757012212897,248,0,"COADREAD 
 (n=248)"
"1467","COADREAD","HLA.DQA2","Signature 4",-0.11,0.24771883520181,248,0,"COADREAD 
 (n=248)"
"1468","COADREAD","HLA.DQB1","Signature 4",-0.07,0.49714894310881,248,0,"COADREAD 
 (n=248)"
"1469","COADREAD","HLA.DQB2","Signature 4",-0.17,0.0549044913456681,248,0,"COADREAD 
 (n=248)"
"1470","COADREAD","HLA.DRA","Signature 4",-0.14,0.121100050472522,248,0,"COADREAD 
 (n=248)"
"1471","COADREAD","HLA.DRB1","Signature 4",-0.07,0.543141533229042,248,0,"COADREAD 
 (n=248)"
"1472","COADREAD","HLA.DRB5","Signature 4",-0.07,0.527945536314871,248,0,"COADREAD 
 (n=248)"
"1473","COADREAD","HMGB1","Signature 4",0.05,0.651041310080848,248,0,"COADREAD 
 (n=248)"
"1474","COADREAD","ICAM1","Signature 4",-0.06,0.602733617234548,248,0,"COADREAD 
 (n=248)"
"1475","COADREAD","ICOS","Signature 4",-0.19,0.0308105951171588,247,1,"COADREAD 
 (n=247)"
"1476","COADREAD","ICOSLG","Signature 4",-0.03,0.784895837291624,248,0,"COADREAD 
 (n=248)"
"1477","COADREAD","IDO1","Signature 4",-0.13,0.142568516835572,248,0,"COADREAD 
 (n=248)"
"1478","COADREAD","IFNA1","Signature 4",0,0.939470942052523,16,0,"COADREAD 
 (n=16)"
"1479","COADREAD","IFNA2","Signature 4",0,0,3,1,"COADREAD 
 (n=3)"
"1480","COADREAD","IFNG","Signature 4",0.02,0.889434540217753,226,0,"COADREAD 
 (n=226)"
"1481","COADREAD","IL10","Signature 4",-0.12,0.212484073449333,243,0,"COADREAD 
 (n=243)"
"1482","COADREAD","IL12A","Signature 4",-0.04,0.72027327517783,245,0,"COADREAD 
 (n=245)"
"1483","COADREAD","IL13","Signature 4",0.04,0.831683587035169,115,0,"COADREAD 
 (n=115)"
"1484","COADREAD","IL1A","Signature 4",0.02,0.854354259496009,247,0,"COADREAD 
 (n=247)"
"1485","COADREAD","IL1B","Signature 4",-0.03,0.77311812470021,248,0,"COADREAD 
 (n=248)"
"1486","COADREAD","IL2","Signature 4",-0.03,0.898887055415555,57,0,"COADREAD 
 (n=57)"
"1487","COADREAD","IL2RA","Signature 4",-0.11,0.234054264769716,248,0,"COADREAD 
 (n=248)"
"1488","COADREAD","IL4","Signature 4",0,0.930064081107494,19,0,"COADREAD 
 (n=19)"
"1489","COADREAD","ITGB2","Signature 4",-0.07,0.543141533229042,248,0,"COADREAD 
 (n=248)"
"1490","COADREAD","KIR2DL1","Signature 4",-0.14,0.503757012212897,68,0,"COADREAD 
 (n=68)"
"1491","COADREAD","KIR2DL3","Signature 4",0.11,0.419656597113369,151,0,"COADREAD 
 (n=151)"
"1492","COADREAD","LAG3","Signature 4",-0.23,0.00854289111637968,248,1,"COADREAD 
 (n=248)"
"1493","COADREAD","MICA","Signature 4",-0.01,0.950260598803726,248,0,"COADREAD 
 (n=248)"
"1494","COADREAD","MICB","Signature 4",-0.09,0.391512679268158,248,0,"COADREAD 
 (n=248)"
"1495","COADREAD","PDCD1","Signature 4",-0.21,0.0171225519406373,248,1,"COADREAD 
 (n=248)"
"1496","COADREAD","PDCD1LG2","Signature 4",-0.07,0.49402393310822,248,0,"COADREAD 
 (n=248)"
"1497","COADREAD","PRF1","Signature 4",-0.14,0.119456550411406,248,0,"COADREAD 
 (n=248)"
"1498","COADREAD","SELP","Signature 4",-0.16,0.0761972374199906,248,0,"COADREAD 
 (n=248)"
"1499","COADREAD","SLAMF7","Signature 4",-0.13,0.143811205279362,248,0,"COADREAD 
 (n=248)"
"1500","COADREAD","TGFB1","Signature 4",-0.11,0.26718741040894,248,0,"COADREAD 
 (n=248)"
"1501","COADREAD","TIGIT","Signature 4",-0.15,0.105753512527896,248,0,"COADREAD 
 (n=248)"
"1502","COADREAD","TLR4","Signature 4",0.06,0.602733617234548,248,0,"COADREAD 
 (n=248)"
"1503","COADREAD","TNF","Signature 4",-0.06,0.546942512037005,248,0,"COADREAD 
 (n=248)"
"1504","COADREAD","TNFRSF14","Signature 4",-0.15,0.0880113722720689,248,0,"COADREAD 
 (n=248)"
"1505","COADREAD","TNFRSF18","Signature 4",-0.23,0.00652223051971164,248,1,"COADREAD 
 (n=248)"
"1506","COADREAD","TNFRSF4","Signature 4",-0.24,0.00421732903087248,248,1,"COADREAD 
 (n=248)"
"1507","COADREAD","TNFRSF9","Signature 4",-0.09,0.384442897762567,245,0,"COADREAD 
 (n=245)"
"1508","COADREAD","TNFSF4","Signature 4",-0.04,0.72027327517783,248,0,"COADREAD 
 (n=248)"
"1509","COADREAD","TNFSF9","Signature 4",-0.05,0.672040704460038,248,0,"COADREAD 
 (n=248)"
"1510","COADREAD","VEGFA","Signature 4",0.14,0.120584081993478,248,0,"COADREAD 
 (n=248)"
"1511","COADREAD","VEGFB","Signature 4",-0.05,0.679439116713265,248,0,"COADREAD 
 (n=248)"
"1512","COADREAD","VTCN1","Signature 4",0.17,0.0830631313624173,206,0,"COADREAD 
 (n=206)"
"1513","GBM","Leukocyte Fraction","Signature 1",-0.14,0.341956123789633,164,0,"GBM 
 (n=164)"
"1514","GBM","Stromal Fraction","Signature 1",-0.22,0.0684884293981935,184,0,"GBM 
 (n=184)"
"1515","GBM","Intratumor Heterogeneity","Signature 1",0.07,0.753917908843078,150,0,"GBM 
 (n=150)"
"1516","GBM","TIL Regional Fraction","Signature 1",0,1,0,NA,"GBM 
 (n=0)"
"1517","GBM","Proliferation","Signature 1",0.14,0.596425625854749,76,0,"GBM 
 (n=76)"
"1518","GBM","Wound Healing","Signature 1",0.07,0.833383604042357,76,0,"GBM 
 (n=76)"
"1519","GBM","Macrophage Regulation","Signature 1",-0.22,0.322450438021283,76,0,"GBM 
 (n=76)"
"1520","GBM","Lymphocyte Infiltration Signature Score","Signature 1",-0.28,0.202397385034325,76,0,"GBM 
 (n=76)"
"1521","GBM","IFN-gamma Response","Signature 1",-0.17,0.48008098967397,76,0,"GBM 
 (n=76)"
"1522","GBM","TGF-beta Response","Signature 1",0.14,0.596425625854749,76,0,"GBM 
 (n=76)"
"1523","GBM","SNV Neoantigens","Signature 1",-0.03,0.939421388918764,78,0,"GBM 
 (n=78)"
"1524","GBM","Indel Neoantigens","Signature 1",0.25,0.415701619447012,43,0,"GBM 
 (n=43)"
"1525","GBM","Silent Mutation Rate","Signature 1",0.11,0.482856346133373,191,0,"GBM 
 (n=191)"
"1526","GBM","Nonsilent Mutation Rate","Signature 1",0.2,0.105467252643341,191,0,"GBM 
 (n=191)"
"1527","GBM","Number of Segments","Signature 1",-0.03,0.901925583092142,187,0,"GBM 
 (n=187)"
"1528","GBM","Fraction Altered","Signature 1",0.04,0.85996078485762,187,0,"GBM 
 (n=187)"
"1529","GBM","Aneuploidy Score","Signature 1",-0.08,0.688692585328039,183,0,"GBM 
 (n=183)"
"1530","GBM","Homologous Recombination Defects","Signature 1",0.06,0.765715325340339,176,0,"GBM 
 (n=176)"
"1531","GBM","BCR Evenness","Signature 1",0,0.76085414860925,6,0,"GBM 
 (n=6)"
"1532","GBM","BCR Shannon","Signature 1",0,0.245904313387544,6,0,"GBM 
 (n=6)"
"1533","GBM","BCR Richness","Signature 1",0,0.719239471978174,10,0,"GBM 
 (n=10)"
"1534","GBM","TCR Shannon","Signature 1",-0.28,0.279223420205973,63,0,"GBM 
 (n=63)"
"1535","GBM","TCR Richness","Signature 1",-0.19,0.462385091536236,69,0,"GBM 
 (n=69)"
"1536","GBM","TCR Evenness","Signature 1",0.07,0.85996078485762,63,0,"GBM 
 (n=63)"
"1537","GBM","CTA Score","Signature 1",0.05,0.864737299258596,76,0,"GBM 
 (n=76)"
"1538","GBM","B Cells Memory","Signature 1",-0.11,0.765715325340339,59,0,"GBM 
 (n=59)"
"1539","GBM","B Cells Naive","Signature 1",-0.1,0.839414767129355,41,0,"GBM 
 (n=41)"
"1540","GBM","Dendritic Cells Activated","Signature 1",0,0.996743675893035,22,0,"GBM 
 (n=22)"
"1541","GBM","Dendritic Cells Resting","Signature 1",0,0.845873705807274,8,0,"GBM 
 (n=8)"
"1542","GBM","Macrophages M0","Signature 1",0,0.246296120810607,24,0,"GBM 
 (n=24)"
"1543","GBM","Macrophages M1","Signature 1",-0.05,0.892542678785549,63,0,"GBM 
 (n=63)"
"1544","GBM","Macrophages M2","Signature 1",0.04,0.907339547414771,76,0,"GBM 
 (n=76)"
"1545","GBM","Mast Cells Activated","Signature 1",-0.18,0.712447456043256,30,0,"GBM 
 (n=30)"
"1546","GBM","Mast Cells Resting","Signature 1",0.11,0.822201166695531,45,0,"GBM 
 (n=45)"
"1547","GBM","Monocytes","Signature 1",-0.06,0.864737299258596,70,0,"GBM 
 (n=70)"
"1548","GBM","NK Cells Activated","Signature 1",-0.11,0.781860508869988,49,0,"GBM 
 (n=49)"
"1549","GBM","NK Cells Resting","Signature 1",-0.19,0.497055083764893,56,0,"GBM 
 (n=56)"
